Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P00019,OU,GB19,ObjectType,17:42:14.9,-29:31:56.3,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00020,OU,GB20,ObjectType,17:39:17.1,-30:33:30.2,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00021,OU,GB21,ObjectType,17:36:15.5,-31:34:48.4,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00022,OU,GB22,ObjectType,17:58:3.5,-26:0:54.2,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00023,OU,GB23,ObjectType,17:55:21.8,-27:3:12.9,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00024,OU,GB24,ObjectType,17:52:37.1,-28:5:20.6,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00025,OU,GB25,ObjectType,17:49:49.4,-29:7:16.5,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00026,OU,GB26,ObjectType,17:46:57.0,-30:9:27.5,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00027,OU,GB27,ObjectType,17:44:1.1,-31:11:24.9,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00028,OU,GB28,ObjectType,17:41:1.3,-32:13:7.7,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00029,OU,GB29,ObjectType,18:2:41.6,-26:36:30.0,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00030,OU,GB30,ObjectType,18:0:1.6,-27:39:6.5,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00031,OU,GB31,ObjectType,17:57:18.8,-28:41:32.9,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00032,OU,GB32,ObjectType,17:54:33.0,-29:43:48.5,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00033,OU,GB33,ObjectType,17:51:42.7,-30:46:20.5,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00034,OU,GB34,ObjectType,17:48:48.8,-31:48:40.0,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
0,P00035,OU,GB35,ObjectType,17:45:51.2,-32:50:46.1,0.0,0.0,-45.7,Open,H,None,0.0,0.0,0,1,10.00,"""""",""""""
