0,P00001,OU_observer,gb00001,Test,17:44:51.0,-24:36:49.7,0.00,0.00,12.9,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00002,OU_observer,gb00002,Test,17:49:22.7,-25:14:6.0,0.00,0.00,13.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00003,OU_observer,gb00003,Test,17:53:57.2,-25:50:50.9,0.00,0.00,13.9,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00004,OU_observer,gb00004,Test,17:58:34.5,-26:27:3.2,0.00,0.00,14.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00005,OU_observer,gb00005,Test,18:3:14.7,-27:2:41.8,0.00,0.00,14.9,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00006,OU_observer,gb00006,Test,17:42:4.5,-25:38:6.6,0.00,0.00,12.5,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00007,OU_observer,gb00007,Test,17:46:37.6,-26:15:44.4,0.00,0.00,13.0,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00008,OU_observer,gb00008,Test,17:51:13.6,-26:52:49.6,0.00,0.00,13.6,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00009,OU_observer,gb00009,Test,17:55:52.6,-27:29:20.9,0.00,0.00,14.1,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00010,OU_observer,gb00010,Test,18:0:34.7,-28:5:17.1,0.00,0.00,14.6,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00011,OU_observer,gb00011,Test,17:39:15.0,-26:39:9.4,0.00,0.00,12.2,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00012,OU_observer,gb00012,Test,17:43:49.4,-27:17:9.8,0.00,0.00,12.7,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00013,OU_observer,gb00013,Test,17:48:27.0,-27:54:36.3,0.00,0.00,13.2,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00014,OU_observer,gb00014,Test,17:53:7.8,-28:31:27.6,0.00,0.00,13.8,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00015,OU_observer,gb00015,Test,17:57:51.8,-29:7:42.5,0.00,0.00,14.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00016,OU_observer,gb00016,Test,17:36:22.1,-27:39:57.5,0.00,0.00,11.8,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00017,OU_observer,gb00017,Test,17:40:58.0,-28:18:21.4,0.00,0.00,12.3,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00018,OU_observer,gb00018,Test,17:45:37.2,-28:56:10.2,0.00,0.00,12.9,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00019,OU_observer,gb00019,Test,17:50:19.8,-29:33:22.6,0.00,0.00,13.5,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00020,OU_observer,gb00020,Test,17:55:5.8,-30:9:57.2,0.00,0.00,14.1,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00021,OU_observer,gb00021,Test,17:33:25.8,-28:40:29.8,0.00,0.00,11.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00022,OU_observer,gb00022,Test,17:38:3.1,-29:19:18.3,0.00,0.00,12.0,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00023,OU_observer,gb00023,Test,17:42:44.0,-29:57:30.6,0.00,0.00,12.5,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00024,OU_observer,gb00024,Test,17:47:28.5,-30:35:5.1,0.00,0.00,13.1,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00025,OU_observer,gb00025,Test,17:52:16.6,-31:12:0.5,0.00,0.00,13.8,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00026,OU_observer,gb00026,Test,17:30:25.8,-29:40:45.5,0.00,0.00,11.0,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00027,OU_observer,gb00027,Test,17:35:4.6,-30:19:59.7,0.00,0.00,11.6,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00028,OU_observer,gb00028,Test,17:39:47.2,-30:58:36.5,0.00,0.00,12.2,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00029,OU_observer,gb00029,Test,17:44:33.6,-31:36:34.3,0.00,0.00,12.8,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00030,OU_observer,gb00030,Test,17:49:23.9,-32:13:51.6,0.00,0.00,13.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00031,OU_observer,gb00031,Test,17:27:21.9,-30:40:43.6,0.00,0.00,10.6,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00032,OU_observer,gb00032,Test,17:32:2.3,-31:20:24.6,0.00,0.00,11.2,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00033,OU_observer,gb00033,Test,17:36:46.6,-31:59:27.0,0.00,0.00,11.8,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00034,OU_observer,gb00034,Test,17:41:35.0,-32:37:49.3,0.00,0.00,12.4,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
0,P00035,OU_observer,gb00035,Test,17:46:27.4,-33:15:29.7,0.00,0.00,13.1,H,open,None,0.0,0.0,0,12,10.00,"""""",""""""
